role,target,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog,analog
DEV:live fetuses,GenRA Neg Act=0 (0.333) AUC=0.5 p=0.555,no_data,no_data,no_data,no_effect,no_effect,no_effect,64mg/kg/day,no_data,no_effect,275mg/kg/day,no_data,1000mg/kg/day,no_effect,no_effect,no_data
DEV:liver,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,18mg/kg/day,no_data,no_data,no_data,no_data,120mg/kg/day,no_data,no_data,no_data,320mg/kg/day,no_data,no_data
DEV:lung,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,90mg/kg/day,no_data
DEV:mean corpuscular (cell) volume (mcv),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,25.05mg/kg/day,no_data,no_data
DEV:mortality,GenRA Pos Act=1 (0.552) AUC=0.125 p=0.945,no_data,no_data,no_data,no_effect,no_effect,no_effect,64mg/kg/day,no_data,2mg/kg/day,275mg/kg/day,no_data,1000mg/kg/day,no_effect,20mg/kg/day,no_data
DEV:offspring survival early other,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data
DEV:other,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data
DEV:postimplantation loss,GenRA Neg Act=0 (0.345) AUC=0.5555555555555556 p=0.37,no_data,no_data,no_data,36mg/kg/day,no_effect,no_effect,64mg/kg/day,no_data,no_effect,275mg/kg/day,no_data,no_effect,no_effect,no_effect,no_data
DEV:pregnancy,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data
DEV:preimplantation loss,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data
DEV:premature delivery,GenRA Neg Act=0 (0.218) AUC=0 p=0.98,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,2mg/kg/day,no_effect,no_data,1000mg/kg/day,no_effect,no_effect,no_data
DEV:reproductive performance other,GenRA Neg Act=0 (0.115) AUC=0.3125 p=0.295,no_data,no_data,no_data,36mg/kg/day,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data
DEV:resorptions,GenRA Neg Act=0 (0.345) AUC=0.22222222222222224 p=0.9,no_data,no_data,no_data,36mg/kg/day,no_effect,no_effect,32mg/kg/day,no_data,120mg/kg/day,no_effect,no_data,no_effect,no_effect,no_effect,no_data
DEV:sex ratio,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data
DEV:spinal cord,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data
DEV:spleen,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,64mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
DEV:stomach,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,64mg/kg/day,no_data,no_data,no_data,no_data,1000mg/kg/day,no_data,no_data,no_data
DEV:thymus,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,90mg/kg/day,no_data
DEV:trunk,GenRA Neg Act=0 (0.115) AUC=0.1875 p=0.54,no_data,no_data,no_data,no_effect,no_effect,no_effect,64mg/kg/day,no_data,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data
DEV:uterus,GenRA Neg Act=0 (0.23) AUC=0.2857142857142857 p=0.86,no_data,no_data,no_data,4mg/kg/day,140mg/kg/day,no_effect,no_effect,no_data,no_effect,no_effect,no_data,no_effect,no_effect,no_effect,no_data
DEV:water consumption,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,100.1mg/kg/day,no_data,no_data
MGR:[other],GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:aborted,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:adrenal gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:all gross anomalies,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:birth index,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:body weight,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,1.25mg/kg/day,190mg/kg/day,108mg/kg/day,5mg/kg/day,no_data,no_data,no_data,15mg/kg/day,38mg/kg/day,no_data,no_data,no_data
MGR:brain,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,108mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
MGR:clinical signs,GenRA Neg Act=0 (0.487) AUC=0 p=0.965,no_data,no_data,no_data,no_effect,no_effect,108mg/kg/day,no_effect,no_data,no_data,no_data,15mg/kg/day,101mg/kg/day,no_data,no_data,no_data
MGR:corpora lutea,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:dead fetuses,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:dystocia,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:epididymis,GenRA Neg Act=0 (0.171) AUC=0.09999999999999998 p=0.72,no_data,no_data,no_data,no_effect,190mg/kg/day,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:estrous cycle,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,190mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
MGR:fertility,GenRA Neg Act=0 (0.342) AUC=0.5 p=0.37,no_data,no_data,no_data,no_effect,195mg/kg/day,no_effect,25mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:food consumption,GenRA Neg Act=0 (0.496) AUC=0.4444444444444444 p=0.63,no_data,no_data,no_data,3.75mg/kg/day,87mg/kg/day,no_effect,no_effect,no_data,no_data,no_data,no_effect,220mg/kg/day,no_data,no_data,no_data
MGR:gestation index,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:gestational length,GenRA Neg Act=0 (0.171) AUC=0.09999999999999998 p=0.64,no_data,no_data,no_data,no_effect,190mg/kg/day,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:implantations,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:intestine large,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,30mg/kg/day,no_data,no_data,no_data,no_data
MGR:intestine small,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,30mg/kg/day,no_data,no_data,no_data,no_data
MGR:kidney,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,28.6mg/kg/day,no_data,no_data,no_data
MGR:lactation index,GenRA Neg Act=0 (0.171) AUC=0.2 p=0.485,no_data,no_data,no_data,no_effect,no_effect,no_effect,25mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:litter size,GenRA Neg Act=0 (0.342) AUC=0.5 p=0.43,no_data,no_data,no_data,no_effect,190mg/kg/day,no_effect,25mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:litter viability other,GenRA Neg Act=0 (0.316) AUC=0.375 p=0.675,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,30mg/kg/day,150mg/kg/day,no_data,no_data,no_data
MGR:live fetuses,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:lung,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,14mg/kg/day,no_data,no_data,no_data,no_data,30mg/kg/day,no_data,no_data,no_data,no_data
MGR:mating,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:mortality,GenRA Neg Act=0 (0.333) AUC=0 p=0.885,no_data,no_data,no_data,no_effect,no_effect,no_effect,25mg/kg/day,no_data,no_data,no_data,15mg/kg/day,no_effect,no_data,no_data,no_data
MGR:offspring survival early other,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:ovary,GenRA Neg Act=0 (0.171) AUC=0.09999999999999998 p=0.715,no_data,no_data,no_data,no_effect,87mg/kg/day,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:pituitary gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:postimplantation loss,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:precoital interval,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:pregnancy,GenRA Neg Act=0 (0.171) AUC=0.09999999999999998 p=0.69,no_data,no_data,no_data,no_effect,190mg/kg/day,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:pregnancy index,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:preimplantation loss,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:premature delivery,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:prostate,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:reproductive performance other,GenRA Neg Act=0 (0.171) AUC=0.09999999999999998 p=0.66,no_data,no_data,no_data,no_effect,195mg/kg/day,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:resorptions,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:seminal vesicle,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:sex ratio,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:stomach,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,30mg/kg/day,28.6mg/kg/day,no_data,no_data,no_data
MGR:testes,GenRA Neg Act=0 (0.171) AUC=0.09999999999999998 p=0.71,no_data,no_data,no_data,no_effect,190mg/kg/day,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:uterus,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:vagina,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:viability index,GenRA Neg Act=0 (0.342) AUC=0 p=0.915,no_data,no_data,no_data,1.25mg/kg/day,no_effect,no_effect,25mg/kg/day,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
MGR:water consumption,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,24mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,220mg/kg/day,no_data,no_data,no_data
SAC:adrenal gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:alanine aminotransferase (alt/sgpt),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,250mg/kg/day,no_data,no_data,no_data
SAC:albumin,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:blood clotting,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:body weight,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,600mg/kg/day,no_data,881mg/kg/day,no_data
SAC:bone marrow,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:brain,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,881mg/kg/day,no_data
SAC:cholesterol,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,881mg/kg/day,no_data
SAC:clinical signs,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,60mg/kg/day,no_data,1149mg/kg/day,no_data
SAC:creatinine,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:epididymis,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:erythrocyte (rbc) count differential,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,1149mg/kg/day,no_data
SAC:eye,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:food consumption,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,881mg/kg/day,no_data
SAC:full gross necropsy,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:general,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:globulins,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1149mg/kg/day,no_data
SAC:glucose,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:heart,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:hematocrit (hct),GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,1149mg/kg/day,no_data
SAC:hemoglobin (hgb),GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,1149mg/kg/day,no_data
SAC:intestine large,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:intestine small,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:kidney,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,881mg/kg/day,no_data
SAC:leukocyte (wbc) count differential,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,881mg/kg/day,no_data
SAC:liver,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,881mg/kg/day,no_data
SAC:lung,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:lymph node,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:lymphocyte,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,881mg/kg/day,no_data
SAC:mean corpuscular (cell) volume (mcv),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,881mg/kg/day,no_data
SAC:mean corpuscular hemoglobin (mch),GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,881mg/kg/day,no_data
SAC:mortality,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:nerve,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:neutrophils,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,881mg/kg/day,no_data
SAC:ovary,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,1285mg/kg/day,no_data
SAC:phosphorus,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,1149mg/kg/day,no_data
SAC:platelet,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:potassium,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:prostate,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:protein,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,1149mg/kg/day,no_data
SAC:seminal vesicle,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:skin,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,60mg/kg/day,no_data,no_effect,no_data
SAC:sodium,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:spinal cord,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:spleen,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:stomach,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:testes,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,881mg/kg/day,no_data
SAC:thymus,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:thyroid gland,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:trachea,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:triglycerides,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,881mg/kg/day,no_data
SAC:urea nitrogen,GenRA Neg Act=0 (0.5) AUC=0.5 p=0,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,881mg/kg/day,no_data
SAC:urinary bladder,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SAC:uterus,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_effect,no_data
SUB:[other],GenRA Pos Act=1 (1) AUC=0 p=1,1.11mg/kg/day,no_data,no_data,no_data,40mg/kg/day,no_data,no_data,no_data,no_data,no_data,no_data,28.8mg/kg/day,no_data,no_data,no_data
SUB:adrenal gland,GenRA Neg Act=0 (0.086) AUC=0.2777777777777778 p=0.41,no_effect,no_data,no_effect,no_effect,no_effect,no_effect,no_data,no_data,no_data,no_data,no_effect,250mg/kg/day,no_effect,no_effect,no_effect
SUB:alanine aminotransferase (alt/sgpt),GenRA Neg Act=0 (0.668) AUC=0.6666666666666666 p=0.155,6mg/kg/day,no_data,24.4ppm,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,5.6mg/kg/day,no_effect,no_data,no_data
SUB:albumin,GenRA Pos Act=1 (0.834) AUC=0.25 p=0.43,6mg/kg/day,no_data,no_data,no_data,160mg/kg/day,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_data,56.5mg/kg/day,no_effect,no_data,no_data
SUB:albumin-globulin ratio,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,707mg/kg/day,no_data
SUB:alkaline phosphatase (alp/alk),GenRA Neg Act=0 (0.474) AUC=0 p=0.92,no_effect,no_data,24.4ppm,no_data,no_effect,14.85mg/kg/day,no_data,no_data,no_data,no_data,no_data,10mg/kg/day,no_effect,no_data,no_data
SUB:appearance and color,GenRA Neg Act=0 (0) AUC=0 p=1,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_effect,no_data,no_data,no_data
SUB:bile acids,GenRA Neg Act=0 (0) AUC=0 p=1,no_effect,no_data,no_data,no_data,no_effect,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_effect,no_data,no_data
SUB:blood,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,250mg/kg/day,no_data,no_data
SUB:blood clotting,GenRA Pos Act=1 (1) AUC=0 p=1,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,2000mg/kg/day,no_data,no_data,no_data
